time,id,status,currency,buying_power,regt_buying_power,daytrading_buying_power,cash,portfolio_value,pattern_day_trader,trading_blocked,transfers_blocked,account_blocked,created_at,trade_suspended_by_user,multiplier,shorting_enabled,equity,last_equity,long_market_value,short_market_value,initial_margin,maintenance_margin,last_maintenance_margin,sma,daytrade_count
2019-01-18 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6219.2,6219.2,0,3984.51,5118.91,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5118.91,5103.0,2576.51,-1442.11,2009.31,175.66,174.1,0,0
2019-01-19 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6219.2,6219.2,0,3984.51,5118.91,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5118.91,5118.91,2576.51,-1442.11,2009.31,175.66,175.66,0,0
2019-01-20 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6219.2,6219.2,0,3984.51,5118.91,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5118.91,5118.91,2576.51,-1442.11,2009.31,175.66,175.66,0,0
2019-01-21 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6219.2,6219.2,0,3984.51,5118.91,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5118.91,5118.91,2576.51,-1442.11,2009.31,175.66,175.66,0,0
2019-01-22 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6225.7,6225.7,0,3984.51,5076.14,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5076.14,5118.91,2509.1049999999996,-1417.47,1963.29,174.91,175.66,0,0
2019-01-23 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6252.7,6252.7,0,3984.51,5124.42,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5124.42,5076.14,2568.0299999999997,-1428.12,1998.07,177.44,174.91,0,0
2019-01-24 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6315.52,6315.52,0,3984.51,5167.69,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5167.69,5124.42,2601.52,-1418.3400000000001,2009.93,176.98,177.44,0,0
2019-01-25 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6287.04,6287.04,0,3984.51,5168.24,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.24,5167.69,2616.58,-1432.855,2024.72,174.49,176.98,0,0
2019-01-25 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,7652.04,7652.04,0,5349.52,5168.23,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.23,5168.24,1251.565,-1432.855,1342.21,174.49,174.49,0,0
2019-01-25 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6607.74,6607.74,0,6393.82,5168.23,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.23,5168.23,1251.565,-2477.1549999999997,1864.36,313.29,174.49,0,0
2019-01-25 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6292.74,6292.74,0,6078.82,5168.23,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.23,5168.23,1566.565,-2477.1549999999997,2021.86,94.5,313.29,0,0
2019-01-26 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6292.74,6292.74,0,6078.82,5168.23,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.23,5168.23,1566.565,-2477.155,2021.86,94.5,94.5,0,0
2019-01-27 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6292.74,6292.74,0,6078.82,5168.23,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5168.23,5168.23,1566.565,-2477.155,2021.86,94.5,94.5,0,0
2019-01-28 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6377.78,6377.78,0,6078.82,5195.87,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5195.87,5168.23,1565.5081,-2448.456,2006.98,93.65,94.5,0,0
2019-01-29 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6434.06,6434.06,0,6078.82,5211.38,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5211.38,5195.87,1560.63,-2428.0699999999997,1994.35,92.7,93.65,0,0
2019-01-30 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6355.8,6355.8,0,6078.82,5192.55,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5192.55,5211.38,1571.52,-2457.7889999999998,2014.65,99.29,92.7,0,0
2019-01-31 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6368.44,6368.44,0,6078.82,5206.62,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5206.62,5192.55,1586.2998000000002,-2458.5,2022.4,99.97,99.29,0,0
2019-02-01 00:00:00,0c24d598-5eb8-4839-afeb-a92140ac8144,ACTIVE,USD,6263.66,6263.66,0,6078.82,5157.77,False,False,False,False,2019-01-01T00:00:00Z,False,2,True,5157.77,5206.62,1565.42,-2486.465,2025.94,99.97,99.97,0,0
